nome_marca;descricao_situacao;descricao_natureza;nome_titular
DomercoDispositivosMédicos;Registrodemarcaemvigor;DeServiço;ROVERDISTRIBUIDORADEPRODUTOSPARASAUDEEIRELI-EPP
BassCultureBrothers;Pedidodefinitivamentearquivado;DeServiço;MARCUSREINANBRAGASANTOS
BassCultureBrothers;Pedidodefinitivamentearquivado;DeServiço;MARCUSREINANBRAGASANTOS
BassCultureBrothers;Pedidodefinitivamentearquivado;DeServiço;MARCUSREINANBRAGASANTOS
I-GÁS;Registrodemarcaemvigor;DeProduto;EMBÚINDIVIDUALIZADORAADMINISTRADORAESERVIÇOSDEGLPLTDA-EPP
I-GÁS;Registrodemarcaemvigor;DeProduto;EMBÚINDIVIDUALIZADORAADMINISTRADORAESERVIÇOSDEGLPLTDA-EPP
I-GÁS;Registrodemarcaemvigor;DeProduto;EMBÚINDIVIDUALIZADORAADMINISTRADORAESERVIÇOSDEGLPLTDA-EPP
naturaHOMEMVERUM;Aguardandopagamentodaconcessão(emprazoordinário);DeProduto;NATURACOSMÉTICOSS.A.
naturaHOMEMVERUM;Aguardandopagamentodaconcessão(emprazoordinário);DeProduto;NATURACOSMÉTICOSS.A.
naturaHOMEMVERUM;Aguardandopagamentodaconcessão(emprazoordinário);DeProduto;NATURACOSMÉTICOSS.A.
naturaHOMEMVERUM;Aguardandopagamentodaconcessão(emprazoordinário);DeProduto;NATURACOSMÉTICOSS.A.
GostosoBeer;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;VILADOARTESÃOLTDA
GostosoBeer;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;VILADOARTESÃOLTDA
GostosoBeer;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;VILADOARTESÃOLTDA
GostosoBeer;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;VILADOARTESÃOLTDA
GostosoBeer;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;VILADOARTESÃOLTDA
GostosoBeer;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;VILADOARTESÃOLTDA
xCURRENT;Registrodemarcaemvigor;DeServiço;RIPPLELABSINC.
xCURRENT;Registrodemarcaemvigor;DeServiço;RIPPLELABSINC.
xCURRENT;Registrodemarcaemvigor;DeServiço;RIPPLELABSINC.
PROJETOJOGAACORDA;Pedidodefinitivamentearquivado;DeServiço;M.F.A.GPRODUÇÃOARTÍSTICALTDA.ME
PROJETOJOGAACORDA;Pedidodefinitivamentearquivado;DeServiço;M.F.A.GPRODUÇÃOARTÍSTICALTDA.ME
PROJETOJOGAACORDA;Pedidodefinitivamentearquivado;DeServiço;M.F.A.GPRODUÇÃOARTÍSTICALTDA.ME
JOBLYcoworking;Registrodemarcaemvigor;DeServiço;JOBLYCOWORKINGESCRITORIOSLTDA
JOBLYcoworking;Registrodemarcaemvigor;DeServiço;JOBLYCOWORKINGESCRITORIOSLTDA
JOBLYcoworking;Registrodemarcaemvigor;DeServiço;JOBLYCOWORKINGESCRITORIOSLTDA
JOBLYcoworking;Registrodemarcaemvigor;DeServiço;JOBLYCOWORKINGESCRITORIOSLTDA
EXELIXIS;Registrodemarcaemvigor;DeProduto;EXELIXIS,INC.
EXELIXIS;Registrodemarcaemvigor;DeProduto;EXELIXIS,INC.
EXELIXIS;Registrodemarcaemvigor;DeProduto;EXELIXIS,INC.
EXELIXIS;Registrodemarcaemvigor;DeProduto;EXELIXIS,INC.
EXELIXIS;Registrodemarcaemvigor;DeProduto;EXELIXIS,INC.
TAMPACABEÇA;Registrodemarcaemvigor;DeServiço;GLENIODANIELGARCIA
TAMPACABEÇA;Registrodemarcaemvigor;DeServiço;GLENIODANIELGARCIA
TAMPACABEÇA;Registrodemarcaemvigor;DeServiço;GLENIODANIELGARCIA
BLUEPOOL;Registrodemarcaemvigor;DeServiço;TENFOURINDÚSTRIAESERVIÇOSLTDA
BLUEPOOL;Registrodemarcaemvigor;DeServiço;TENFOURINDÚSTRIAESERVIÇOSLTDA
BLUEPOOL;Registrodemarcaemvigor;DeServiço;TENFOURINDÚSTRIAESERVIÇOSLTDA
THERETREATATBLUELAGOONICELAND;Registrodemarcaemvigor;DeServiço;BLUELAGOONLTD.(BLÁALÓNIHF.)
THERETREATATBLUELAGOONICELAND;Registrodemarcaemvigor;DeServiço;BLUELAGOONLTD.(BLÁALÓNIHF.)
THERETREATATBLUELAGOONICELAND;Registrodemarcaemvigor;DeServiço;BLUELAGOONLTD.(BLÁALÓNIHF.)
SMARTCITYEXPOCURITIBA;Registrodemarcaemvigor;DeProduto;FIRABARCELONAINTERNATIONALEXHIBITIONSANDSERVICES,S.L.(U).(sociedadeunipersonal)
SMARTCITYEXPOCURITIBA;Registrodemarcaemvigor;DeProduto;FIRABARCELONAINTERNATIONALEXHIBITIONSANDSERVICES,S.L.(U).(sociedadeunipersonal)
SMARTCITYEXPOCURITIBA;Registrodemarcaemvigor;DeProduto;FIRABARCELONAINTERNATIONALEXHIBITIONSANDSERVICES,S.L.(U).(sociedadeunipersonal)
SMARTCITYEXPOCURITIBA;Registrodemarcaemvigor;DeProduto;FIRABARCELONAINTERNATIONALEXHIBITIONSANDSERVICES,S.L.(U).(sociedadeunipersonal)
SMARTCITYEXPOCURITIBA;Registrodemarcaemvigor;DeProduto;FIRABARCELONAINTERNATIONALEXHIBITIONSANDSERVICES,S.L.(U).(sociedadeunipersonal)
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
VOCENOVIDEO;Registrodemarcaemvigor;DeServiço;GARISSOLUÇÕESEMPRESARIAISLTDA-ME
Renascer-Centrodesaúdeebem-estar;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;RENASPEREIRADASILVA
Renascer-Centrodesaúdeebem-estar;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;RENASPEREIRADASILVA
GEEKBURGUER;Aguardandofimdesobrestamento;DeServiço;GEEKBURGERHAMBURGUERIAARTESANALLTDA-ME
GEEKBURGUER;Aguardandofimdesobrestamento;DeServiço;GEEKBURGERHAMBURGUERIAARTESANALLTDA-ME
GEEKBURGUER;Aguardandofimdesobrestamento;DeServiço;GEEKBURGERHAMBURGUERIAARTESANALLTDA-ME
DEGRADOR;Registrodemarcaemvigor;DeProduto;BIPA,NAAMLOZEVENNOOTSCHAP
DEGRADOR;Registrodemarcaemvigor;DeProduto;BIPA,NAAMLOZEVENNOOTSCHAP
DEGRADOR;Registrodemarcaemvigor;DeProduto;BIPA,NAAMLOZEVENNOOTSCHAP
EFACFORPROFESSIONALSBLONDHAIR;Registrodemarcaemvigor;DeProduto;EFACFORPROFISSIONALCOMERCIODECOSMETICOSLTDA-ME
EFACFORPROFESSIONALSBLONDHAIR;Registrodemarcaemvigor;DeProduto;EFACFORPROFISSIONALCOMERCIODECOSMETICOSLTDA-ME
EFACFORPROFESSIONALSBLONDHAIR;Registrodemarcaemvigor;DeProduto;EFACFORPROFISSIONALCOMERCIODECOSMETICOSLTDA-ME
EFACFORPROFESSIONALSBLONDHAIR;Registrodemarcaemvigor;DeProduto;EFACFORPROFISSIONALCOMERCIODECOSMETICOSLTDA-ME
EFACFORPROFESSIONALSBLONDHAIR;Registrodemarcaemvigor;DeProduto;EFACFORPROFISSIONALCOMERCIODECOSMETICOSLTDA-ME
EFACFORPROFESSIONALSBLONDHAIR;Registrodemarcaemvigor;DeProduto;EFACFORPROFISSIONALCOMERCIODECOSMETICOSLTDA-ME
IPIMÓVEISPRÁTICA;Registrodemarcaemvigor;DeServiço;IMÓVEISPRÁTICALTDA-ME
IPIMÓVEISPRÁTICA;Registrodemarcaemvigor;DeServiço;IMÓVEISPRÁTICALTDA-ME
IPIMÓVEISPRÁTICA;Registrodemarcaemvigor;DeServiço;IMÓVEISPRÁTICALTDA-ME
IPIMÓVEISPRÁTICA;Registrodemarcaemvigor;DeServiço;IMÓVEISPRÁTICALTDA-ME
Nutrylivre;Registrodemarcaemvigor;DeServiço;VLINDÚSTRIAECOMÉRCIODEALIMENTOSEIRELI-ME
Nutrylivre;Registrodemarcaemvigor;DeServiço;VLINDÚSTRIAECOMÉRCIODEALIMENTOSEIRELI-ME
Nutrylivre;Registrodemarcaemvigor;DeServiço;VLINDÚSTRIAECOMÉRCIODEALIMENTOSEIRELI-ME
BIOACESSO;Registrodemarcaemvigor;DeServiço;UZERTECNOLOGIALTDA
BIOACESSO;Registrodemarcaemvigor;DeServiço;UZERTECNOLOGIALTDA
BIOACESSO;Registrodemarcaemvigor;DeServiço;UZERTECNOLOGIALTDA
BIOACESSO;Registrodemarcaemvigor;DeServiço;UZERTECNOLOGIALTDA
BIOACESSO;Registrodemarcaemvigor;DeServiço;UZERTECNOLOGIALTDA
BIOACESSO;Registrodemarcaemvigor;DeServiço;UZERTECNOLOGIALTDA
HARINACAFÉ;Registrodemarcaemvigor;DeServiço;MARIANAPITADACOSTAEPP
HARINACAFÉ;Registrodemarcaemvigor;DeServiço;MARIANAPITADACOSTAEPP
HARINACAFÉ;Registrodemarcaemvigor;DeServiço;MARIANAPITADACOSTAEPP
HARINACAFÉ;Registrodemarcaemvigor;DeServiço;MARIANAPITADACOSTAEPP
CBRE360;Registrodemarcaemvigor;DeServiço;CBRE,Inc.
CBRE360;Registrodemarcaemvigor;DeServiço;CBRE,Inc.
CBRE360;Registrodemarcaemvigor;DeServiço;CBRE,Inc.
CBRE360;Registrodemarcaemvigor;DeServiço;CBRE,Inc.
ImobiliáriaIndustrial;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;IMOBILIARIAINDUSTRIALLTDAEPP
ImobiliáriaIndustrial;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;IMOBILIARIAINDUSTRIALLTDAEPP
ImobiliáriaIndustrial;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;IMOBILIARIAINDUSTRIALLTDAEPP
ImobiliáriaIndustrial;Pedidoderegistrodemarcaindeferido(mantidoemgrauderecurso);DeServiço;IMOBILIARIAINDUSTRIALLTDAEPP
SAPOPEMBACERVEJASESPECIAIS;Pedidodefinitivamentearquivado;DeServiço;SAPOPEMBACOMVAREJISTADEBEBIDASLTDAME
SAPOPEMBACERVEJASESPECIAIS;Pedidodefinitivamentearquivado;DeServiço;SAPOPEMBACOMVAREJISTADEBEBIDASLTDAME
SAPOPEMBACERVEJASESPECIAIS;Pedidodefinitivamentearquivado;DeServiço;SAPOPEMBACOMVAREJISTADEBEBIDASLTDAME
MhleJoinvilleCervejaArtesanal;Registrodemarcaemvigor;DeProduto;ORLANDOFERNANDESLAVINA
MhleJoinvilleCervejaArtesanal;Registrodemarcaemvigor;DeProduto;ORLANDOFERNANDESLAVINA
MhleJoinvilleCervejaArtesanal;Registrodemarcaemvigor;DeProduto;ORLANDOFERNANDESLAVINA
MhleJoinvilleCervejaArtesanal;Registrodemarcaemvigor;DeProduto;ORLANDOFERNANDESLAVINA
PROFARMA;Registrodemarcaemvigor;DeProduto;ARTMED/PANAMERICANAEDITORALTDA
PROFARMA;Registrodemarcaemvigor;DeProduto;ARTMED/PANAMERICANAEDITORALTDA
PROFARMA;Registrodemarcaemvigor;DeProduto;ARTMED/PANAMERICANAEDITORALTDA
CINZATOP;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
CINZATOP;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
LEMA-INJEXBIOLOGIC;Registrodemarcaemvigor;DeProduto;LEMABIOLOGICDOBRASILLTDA
LEMA-INJEXBIOLOGIC;Registrodemarcaemvigor;DeProduto;LEMABIOLOGICDOBRASILLTDA
LEMA-INJEXBIOLOGIC;Registrodemarcaemvigor;DeProduto;LEMABIOLOGICDOBRASILLTDA
LEMA-INJEXBIOLOGIC;Registrodemarcaemvigor;DeProduto;LEMABIOLOGICDOBRASILLTDA
MUNDIALREFRIGERAÇÃO;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;MUNDIALREFRIGERAÇAOLTDA
MUNDIALREFRIGERAÇÃO;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;MUNDIALREFRIGERAÇAOLTDA
MUNDIALREFRIGERAÇÃO;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;MUNDIALREFRIGERAÇAOLTDA
MUNDIALREFRIGERAÇÃO;Aguardandopagamentodaconcessão(emprazoordinário);DeServiço;MUNDIALREFRIGERAÇAOLTDA
;Registrodemarcaemvigor;DeServiço;PARETTOSISTEMASME
;Registrodemarcaemvigor;DeServiço;PARETTOSISTEMASME
;Registrodemarcaemvigor;DeServiço;PARETTOSISTEMASME
CMVDCentrodeMedicinaVeterinariaDiagnostica;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;ANDREADUNINBORKOWSKYRANGELDEOLIVEIRA
CMVDCentrodeMedicinaVeterinariaDiagnostica;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;ANDREADUNINBORKOWSKYRANGELDEOLIVEIRA
DATERRA;Pedidodefinitivamentearquivado;DeServiço;DATERRACONSTRUÇÕESESERVIÇOSEIRELI-ME
DATERRA;Pedidodefinitivamentearquivado;DeServiço;DATERRACONSTRUÇÕESESERVIÇOSEIRELI-ME
DATERRA;Pedidodefinitivamentearquivado;DeServiço;DATERRACONSTRUÇÕESESERVIÇOSEIRELI-ME
DATERRA;Pedidodefinitivamentearquivado;DeServiço;DATERRACONSTRUÇÕESESERVIÇOSEIRELI-ME
DATERRA;Pedidodefinitivamentearquivado;DeServiço;DATERRACONSTRUÇÕESESERVIÇOSEIRELI-ME
LABWARE;Registrodemarcaemvigor;DeServiço;LABWAREBRASILSERVIÇOSDEINFORMÁTICALTDA.
LABWARE;Registrodemarcaemvigor;DeServiço;LABWAREBRASILSERVIÇOSDEINFORMÁTICALTDA.
LABWARE;Registrodemarcaemvigor;DeServiço;LABWAREBRASILSERVIÇOSDEINFORMÁTICALTDA.
LABWARE;Registrodemarcaemvigor;DeServiço;LABWAREBRASILSERVIÇOSDEINFORMÁTICALTDA.
Comntrol;Registrodemarcaemvigor;DeServiço;COMNTROLAUTOMAÇÃOLTDA-EPP
Comntrol;Registrodemarcaemvigor;DeServiço;COMNTROLAUTOMAÇÃOLTDA-EPP
Comntrol;Registrodemarcaemvigor;DeServiço;COMNTROLAUTOMAÇÃOLTDA-EPP
Comntrol;Registrodemarcaemvigor;DeServiço;COMNTROLAUTOMAÇÃOLTDA-EPP
NubankInvest;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
NubankInvest;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
NubankInvest;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
NubankInvest;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
ababcolinas;Registrodemarcaemvigor;DeServiço;ABCONCESSOESS.A
ababcolinas;Registrodemarcaemvigor;DeServiço;ABCONCESSOESS.A
ababcolinas;Registrodemarcaemvigor;DeServiço;ABCONCESSOESS.A
ababcolinas;Registrodemarcaemvigor;DeServiço;ABCONCESSOESS.A
ababcolinas;Registrodemarcaemvigor;DeServiço;ABCONCESSOESS.A
ababcolinas;Registrodemarcaemvigor;DeServiço;ABCONCESSOESS.A
FUNGITAKE;Pedidodefinitivamentearquivado;DeProduto;GREGORYGEGEMBAUER
FUNGITAKE;Pedidodefinitivamentearquivado;DeProduto;GREGORYGEGEMBAUER
FUNGITAKE;Pedidodefinitivamentearquivado;DeProduto;GREGORYGEGEMBAUER
POSTOCARIOCA;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;FERNANDOTERCIOMENDESDEVASCONCELOS
POSTOCARIOCA;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;FERNANDOTERCIOMENDESDEVASCONCELOS
encartecdeixardeperder;Registrodemarcaemvigor;DeServiço;FAJTRADELTDA-ME
encartecdeixardeperder;Registrodemarcaemvigor;DeServiço;FAJTRADELTDA-ME
encartecdeixardeperder;Registrodemarcaemvigor;DeServiço;FAJTRADELTDA-ME
encartecdeixardeperder;Registrodemarcaemvigor;DeServiço;FAJTRADELTDA-ME
NATURALD;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;PEDRORIBEIROANDRIANI
NATURALD;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;PEDRORIBEIROANDRIANI
BRILHODAMANHÃ;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
BRILHODAMANHÃ;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
BRILHODAMANHÃ;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
BARRETOLONÇARCCI;Registrodemarcaemvigor;DeServiço;BARRETOLONCARCCIINDUSTRIADEMOVEISLTDA
BARRETOLONÇARCCI;Registrodemarcaemvigor;DeServiço;BARRETOLONCARCCIINDUSTRIADEMOVEISLTDA
BARRETOLONÇARCCI;Registrodemarcaemvigor;DeServiço;BARRETOLONCARCCIINDUSTRIADEMOVEISLTDA
JoeWiz;Registrodemarcaemvigor;DeProduto;PEARSONEDUCATIONDOBRASILLTDA
JoeWiz;Registrodemarcaemvigor;DeProduto;PEARSONEDUCATIONDOBRASILLTDA
JoeWiz;Registrodemarcaemvigor;DeProduto;PEARSONEDUCATIONDOBRASILLTDA
JoeWiz;Registrodemarcaemvigor;DeProduto;PEARSONEDUCATIONDOBRASILLTDA
CACHOEIRADOSGARCIAS;Registrodemarcaemvigor;DeProduto;CASSAROCAFÉCOMÉRCIOEREPRESENTAÇÃODEPRODUTOSALIMENTÍCIOSLTDAME
CACHOEIRADOSGARCIAS;Registrodemarcaemvigor;DeProduto;CASSAROCAFÉCOMÉRCIOEREPRESENTAÇÃODEPRODUTOSALIMENTÍCIOSLTDAME
CACHOEIRADOSGARCIAS;Registrodemarcaemvigor;DeProduto;CASSAROCAFÉCOMÉRCIOEREPRESENTAÇÃODEPRODUTOSALIMENTÍCIOSLTDAME
THERETREATATBLUELAGOONICELAND;Registrodemarcaemvigor;DeServiço;BLUELAGOONLTD.(BLÁALÓNIHF.)
THERETREATATBLUELAGOONICELAND;Registrodemarcaemvigor;DeServiço;BLUELAGOONLTD.(BLÁALÓNIHF.)
THERETREATATBLUELAGOONICELAND;Registrodemarcaemvigor;DeServiço;BLUELAGOONLTD.(BLÁALÓNIHF.)
NNETPLUS;Registrodemarcaemvigor;DeProduto;NETPLUSCOMERCIALLTDA
NNETPLUS;Registrodemarcaemvigor;DeProduto;NETPLUSCOMERCIALLTDA
NNETPLUS;Registrodemarcaemvigor;DeProduto;NETPLUSCOMERCIALLTDA
NNETPLUS;Registrodemarcaemvigor;DeProduto;NETPLUSCOMERCIALLTDA
NNETPLUS;Registrodemarcaemvigor;DeProduto;NETPLUSCOMERCIALLTDA
NNETPLUS;Registrodemarcaemvigor;DeProduto;NETPLUSCOMERCIALLTDA
Panif.EConfeitariaAragão;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;PADARIAECONFEITARIAARAGÃOLTDA-ME
Panif.EConfeitariaAragão;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;PADARIAECONFEITARIAARAGÃOLTDA-ME
BLEPO;Registrodemarcaemvigor;DeProduto;PUBLIONLINEBRASILLTDA
BLEPO;Registrodemarcaemvigor;DeProduto;PUBLIONLINEBRASILLTDA
BLEPO;Registrodemarcaemvigor;DeProduto;PUBLIONLINEBRASILLTDA
;Registrodemarcaemvigor;DeServiço;HANGZHOUXIAOMUJISOFTWARETECHNOLOGYCO.,LTD.
;Registrodemarcaemvigor;DeServiço;HANGZHOUXIAOMUJISOFTWARETECHNOLOGYCO.,LTD.
;Registrodemarcaemvigor;DeServiço;HANGZHOUXIAOMUJISOFTWARETECHNOLOGYCO.,LTD.
;Registrodemarcaemvigor;DeServiço;HANGZHOUXIAOMUJISOFTWARETECHNOLOGYCO.,LTD.
LIFECLESSENERGYFIT;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
LIFECLESSENERGYFIT;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
LIFECLESSENERGYFIT;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
TEPXRECICLAGEM;Registrodemarcaemvigor;DeProduto;TEPXRECICLAGEMDEMATERIAISBENEFICIADOSLTDA
TEPXRECICLAGEM;Registrodemarcaemvigor;DeProduto;TEPXRECICLAGEMDEMATERIAISBENEFICIADOSLTDA
TEPXRECICLAGEM;Registrodemarcaemvigor;DeProduto;TEPXRECICLAGEMDEMATERIAISBENEFICIADOSLTDA
Nu;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
Nu;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
Nu;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
Nu;Registrodemarcaemvigor;DeServiço;NUPAGAMENTOSS.A.
SHOWFITNESS;Pedidodefinitivamentearquivado;DeProduto;ERICALOPESDEMELOMEI
SHOWFITNESS;Pedidodefinitivamentearquivado;DeProduto;ERICALOPESDEMELOMEI
SHOWFITNESS;Pedidodefinitivamentearquivado;DeProduto;ERICALOPESDEMELOMEI
PROJETOCREDIBILIDADECAPÍTULOBRASILEIROTHETRUSTPROJECT;Registrodemarcaemvigor;DeProduto;PROJOR-INSTITUTOPARAODESENVOLVIMENTODOJORNALISMO
PROJETOCREDIBILIDADECAPÍTULOBRASILEIROTHETRUSTPROJECT;Registrodemarcaemvigor;DeProduto;PROJOR-INSTITUTOPARAODESENVOLVIMENTODOJORNALISMO
PROJETOCREDIBILIDADECAPÍTULOBRASILEIROTHETRUSTPROJECT;Registrodemarcaemvigor;DeProduto;PROJOR-INSTITUTOPARAODESENVOLVIMENTODOJORNALISMO
BioinsumosGreenTechnology;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;RODRIGOLUCARINI
BioinsumosGreenTechnology;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeProduto;RODRIGOLUCARINI
FINEB.SKIN;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
FINEB.SKIN;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
FINEB.SKIN;Registrodemarcaemvigor;DeProduto;UNIQUEGESTÃODEMARCASEFRANQUIASLTDA.
TODOLUXO;Pedidodefinitivamentearquivado;DeProduto;THIAGOALVESDASILVA
TODOLUXO;Pedidodefinitivamentearquivado;DeProduto;THIAGOALVESDASILVA
TODOLUXO;Pedidodefinitivamentearquivado;DeProduto;THIAGOALVESDASILVA
SKYSTAR;Pedidodefinitivamentearquivado;DeProduto;SKYJACKINC.
SKYSTAR;Pedidodefinitivamentearquivado;DeProduto;SKYJACKINC.
SKYSTAR;Pedidodefinitivamentearquivado;DeProduto;SKYJACKINC.
Desenhaço;Pedidodefinitivamentearquivado;DeServiço;MARILIASCHARLACHCABRAL
Desenhaço;Pedidodefinitivamentearquivado;DeServiço;MARILIASCHARLACHCABRAL
MAGRELLOÉDOCE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MARIABEATRIZHAEFFNERALBERTEIRELI-EPP
MAGRELLOÉDOCE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MARIABEATRIZHAEFFNERALBERTEIRELI-EPP
MAGRELLOÉDOCE;Aguardandoapresentaçãoouexamederecursocontraoindeferimento;DeProduto;MARIABEATRIZHAEFFNERALBERTEIRELI-EPP
Nipovascular;Registrodemarcaemvigor;DeServiço;NIPOVASCULARASSISTÊNCIAMÉDICALTDA
Nipovascular;Registrodemarcaemvigor;DeServiço;NIPOVASCULARASSISTÊNCIAMÉDICALTDA
Nipovascular;Registrodemarcaemvigor;DeServiço;NIPOVASCULARASSISTÊNCIAMÉDICALTDA
FERROMINAS-MINERAÇÃOLTDA;Pedidodefinitivamentearquivado;DeServiço;CÉLIODEOLIVEIRAJÚNIOR
FERROMINAS-MINERAÇÃOLTDA;Pedidodefinitivamentearquivado;DeServiço;CÉLIODEOLIVEIRAJÚNIOR
FERROMINAS-MINERAÇÃOLTDA;Pedidodefinitivamentearquivado;DeServiço;CÉLIODEOLIVEIRAJÚNIOR
FERROMINAS-MINERAÇÃOLTDA;Pedidodefinitivamentearquivado;DeServiço;CÉLIODEOLIVEIRAJÚNIOR
MOVIG;Registrodemarcaemvigor;DeServiço;KLEBERZORNOFFMANRUBIA
MOVIG;Registrodemarcaemvigor;DeServiço;KLEBERZORNOFFMANRUBIA
MOVIG;Registrodemarcaemvigor;DeServiço;KLEBERZORNOFFMANRUBIA
URUS;Registrodemarcaemvigor;DeServiço;AUTOMOBILILAMBORGHINIS.P.A.
URUS;Registrodemarcaemvigor;DeServiço;AUTOMOBILILAMBORGHINIS.P.A.
URUS;Registrodemarcaemvigor;DeServiço;AUTOMOBILILAMBORGHINIS.P.A.
ALANCHERIAPREMIUMBURGERS;Pedidodefinitivamentearquivado;DeServiço;RENANVEGGERSLANCHERIA
ALANCHERIAPREMIUMBURGERS;Pedidodefinitivamentearquivado;DeServiço;RENANVEGGERSLANCHERIA
ALANCHERIAPREMIUMBURGERS;Pedidodefinitivamentearquivado;DeServiço;RENANVEGGERSLANCHERIA
OSPO-BOT;Registrodemarcaemvigor;DeProduto;GRUPOAGROTECNOLOGIA,S.L.
OSPO-BOT;Registrodemarcaemvigor;DeProduto;GRUPOAGROTECNOLOGIA,S.L.
OSPO-BOT;Registrodemarcaemvigor;DeProduto;GRUPOAGROTECNOLOGIA,S.L.
OSPO-BOT;Registrodemarcaemvigor;DeProduto;GRUPOAGROTECNOLOGIA,S.L.
THEPAPASBURGER;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;THEPAPASBURGERLTDAME
THEPAPASBURGER;Pedidoderegistrodemarcaindeferido(seminterposiçãoderecurso);DeServiço;THEPAPASBURGERLTDAME
SCOUTSOCIALSPORTWEAR;Registrodemarcaemvigor;DeServiço;ARMAZEMDOVESTUARIOETECIDOSLTDA
SCOUTSOCIALSPORTWEAR;Registrodemarcaemvigor;DeServiço;ARMAZEMDOVESTUARIOETECIDOSLTDA
